,loss,acc,val_loss,val_acc
0,0.6950803399085999,0.503333330154419,0.6860957741737366,0.5346666574478149
1,0.6848230957984924,0.5526666641235352,0.6700342893600464,0.5946666598320007
2,0.6798959374427795,0.5680000185966492,0.6726532578468323,0.5773333311080933
3,0.6689805388450623,0.5860000252723694,0.6537697911262512,0.5920000076293945
4,0.638383686542511,0.6259999871253967,0.6254056096076965,0.6480000019073486
5,0.6352996826171875,0.6413333415985107,0.6416968107223511,0.6333333253860474
6,0.6152851581573486,0.6620000004768372,0.6075957417488098,0.6706666946411133
7,0.6100622415542603,0.6633333563804626,0.6080068945884705,0.6679999828338623
8,0.6031069159507751,0.671999990940094,0.5903214812278748,0.6733333468437195
9,0.6098805069923401,0.671999990940094,0.5692234039306641,0.7039999961853027
10,0.5866733193397522,0.6819999814033508,0.5894978046417236,0.6933333277702332
11,0.5872615575790405,0.6793333292007446,0.6764404773712158,0.5786666870117188
12,0.5800069570541382,0.6866666674613953,0.5981366038322449,0.6919999718666077
13,0.578822135925293,0.6966666579246521,0.6223821043968201,0.6626666784286499
14,0.5613141655921936,0.7026666402816772,0.5857057571411133,0.6986666917800903
15,0.5621401071548462,0.7133333086967468,0.5690110921859741,0.7200000286102295
16,0.5457404851913452,0.7260000109672546,0.592714786529541,0.7053333520889282
17,0.5579724311828613,0.7099999785423279,0.5526665449142456,0.7293333411216736
18,0.5494841933250427,0.7233333587646484,0.554500937461853,0.7066666483879089
19,0.5366623997688293,0.7266666889190674,0.5817201137542725,0.7146666646003723
20,0.5341213941574097,0.7366666793823242,0.5759962201118469,0.7239999771118164
21,0.5376750230789185,0.7253333330154419,0.5732466578483582,0.7293333411216736
22,0.5323707461357117,0.7386666536331177,0.5982105731964111,0.7146666646003723
23,0.5390260219573975,0.737333357334137,0.7764411568641663,0.637333333492279
24,0.5394141674041748,0.7279999852180481,0.573698103427887,0.7093333601951599
25,0.5324159264564514,0.7260000109672546,0.594900906085968,0.718666672706604
26,0.5508242845535278,0.7179999947547913,0.532464861869812,0.7480000257492065
27,0.5232203006744385,0.7433333396911621,0.7805069088935852,0.6359999775886536
28,0.5214386582374573,0.7433333396911621,0.5757331252098083,0.7013333439826965
29,0.5065796971321106,0.7506666779518127,0.5374918580055237,0.7613333463668823
30,0.5111901164054871,0.75,0.5222678184509277,0.7573333382606506
31,0.5120546817779541,0.7379999756813049,0.5839876532554626,0.746666669845581
32,0.5179331302642822,0.7326666712760925,0.5453983545303345,0.7413333058357239
33,0.5029314160346985,0.7573333382606506,0.6385116577148438,0.7239999771118164
34,0.5051729083061218,0.7540000081062317,0.546175479888916,0.753333330154419
35,0.49620670080184937,0.7693333625793457,0.6299736499786377,0.7319999933242798
36,0.497409462928772,0.7613333463668823,0.5352574586868286,0.7440000176429749
37,0.500707745552063,0.762666642665863,0.5855713486671448,0.737333357334137
38,0.5001307129859924,0.7566666603088379,0.5364968180656433,0.7426666617393494
39,0.48787814378738403,0.7699999809265137,0.5147175788879395,0.7720000147819519
40,0.4829404652118683,0.762666642665863,0.5339406728744507,0.7573333382606506
41,0.4801819622516632,0.7739999890327454,0.5217610001564026,0.7613333463668823
42,0.4987182915210724,0.7519999742507935,0.7096154093742371,0.6933333277702332
