,loss,acc,val_loss,val_acc
43,0.5021270513534546,0.7519999742507935,0.5776625871658325,0.7480000257492065
44,0.49193453788757324,0.7733333110809326,0.49715477228164673,0.7680000066757202
45,0.4848726689815521,0.7706666588783264,0.5194855332374573,0.7706666588783264
46,0.46789705753326416,0.7826666831970215,0.5490622520446777,0.7773333191871643
47,0.4706416130065918,0.7733333110809326,0.5019869208335876,0.7706666588783264
48,0.4789157211780548,0.7760000228881836,0.5318352580070496,0.7613333463668823
49,0.47078630328178406,0.7760000228881836,0.5190132260322571,0.7613333463668823
50,0.48301059007644653,0.7606666684150696,0.5838624238967896,0.7519999742507935
51,0.4621957540512085,0.7873333096504211,0.5665278434753418,0.753333330154419
52,0.48282286524772644,0.768666684627533,0.510942816734314,0.7693333625793457
53,0.4823134243488312,0.7699999809265137,0.6003944277763367,0.7546666860580444
54,0.4778594970703125,0.7706666588783264,0.5245708227157593,0.7599999904632568
55,0.47764354944229126,0.768666684627533,0.5131394267082214,0.765333354473114
56,0.48100507259368896,0.7726666927337646,0.5082465410232544,0.7546666860580444
57,0.4440756142139435,0.7919999957084656,0.48848065733909607,0.7786666750907898
58,0.45483165979385376,0.7926666736602783,0.49056950211524963,0.7680000066757202
59,0.4476819932460785,0.7979999780654907,0.5676229000091553,0.7319999933242798
60,0.4565153121948242,0.7806666493415833,0.5113227367401123,0.7639999985694885
61,0.46248799562454224,0.7926666736602783,0.5494576692581177,0.7733333110809326
62,0.4630269408226013,0.7873333096504211,0.49671822786331177,0.7919999957084656
63,0.4465780556201935,0.7960000038146973,0.4722481667995453,0.781333327293396
64,0.4630642533302307,0.7726666927337646,0.4628097712993622,0.7799999713897705
65,0.4443516433238983,0.7820000052452087,0.4889458417892456,0.7853333353996277
66,0.4182313084602356,0.8106666803359985,0.5097550749778748,0.7786666750907898
67,0.4705618917942047,0.7786666750907898,0.4543856978416443,0.7906666398048401
68,0.4419918358325958,0.7979999780654907,0.5131058096885681,0.7879999876022339
69,0.43687352538108826,0.8006666898727417,0.47556599974632263,0.7986666560173035
70,0.4438569247722626,0.7993333339691162,0.7322888970375061,0.7106666564941406
71,0.45662569999694824,0.7953333258628845,0.5131706595420837,0.765333354473114
72,0.43116092681884766,0.8080000281333923,0.5337520241737366,0.7933333516120911
73,0.4193882346153259,0.8133333325386047,0.532821536064148,0.7666666507720947
74,0.42995938658714294,0.7900000214576721,0.5183655023574829,0.7746666669845581
75,0.44278275966644287,0.7933333516120911,0.5045852661132812,0.7786666750907898
76,0.4234412908554077,0.8059999942779541,0.5888574123382568,0.7933333516120911
77,0.4389917254447937,0.7839999794960022,0.44647225737571716,0.8013333082199097
78,0.4329945147037506,0.8040000200271606,0.550889253616333,0.7599999904632568
79,0.45662787556648254,0.8113333582878113,0.46386605501174927,0.8146666884422302
80,0.438838392496109,0.7946666479110718,0.5806946158409119,0.7666666507720947
81,0.4374562203884125,0.7913333177566528,0.4088236391544342,0.8186666369438171
82,0.43500879406929016,0.8066666722297668,0.5562607645988464,0.765333354473114
83,0.4416029453277588,0.7919999957084656,0.6228152513504028,0.7506666779518127
84,0.420298308134079,0.8059999942779541,0.5477858781814575,0.7799999713897705
85,0.41735875606536865,0.8053333163261414,0.47067081928253174,0.7866666913032532
86,0.4174579977989197,0.8153333067893982,0.44756588339805603,0.8199999928474426
87,0.42684033513069153,0.812666654586792,0.5092437863349915,0.8026666641235352
88,0.43691056966781616,0.8086666464805603,0.5706586241722107,0.7666666507720947
89,0.3990688621997833,0.8166666626930237,0.9716002345085144,0.6679999828338623
90,0.4216391146183014,0.8173333406448364,0.4650857746601105,0.8066666722297668
91,0.4408953785896301,0.7953333258628845,0.5179674625396729,0.8080000281333923
92,0.42621928453445435,0.8073333501815796,0.5472150444984436,0.781333327293396
93,0.4057891070842743,0.8226666450500488,0.6099787354469299,0.7893333435058594
94,0.4128304719924927,0.8259999752044678,0.5024649500846863,0.7973333597183228
95,0.4078925848007202,0.8199999928474426,0.5434002876281738,0.7973333597183228
96,0.4264029860496521,0.8040000200271606,0.5043773651123047,0.8066666722297668
97,0.42025303840637207,0.8113333582878113,0.5333276391029358,0.7799999713897705
98,0.42131781578063965,0.8186666369438171,0.5648818612098694,0.7586666941642761
99,0.4196186661720276,0.8220000267028809,0.4887976050376892,0.8119999766349792
